,Date,location_key,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,new_intensive_care_patients,cumulative_intensive_care_patients,current_intensive_care_patients,current_ventilator_patients,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested
180,2021-12-03,AR,190,430059,0,18,75518,0,0,9468,5301432,18076,4358185,27544,9659617,2227,17,0,28357,5358246,117015,0,19849830
181,2021-02-11,AR,443,255973,0,94,41666,0,0,603,52477,1925,32493,2528,84970,7165,125,0,40901,2041594,53300,0,5956369
182,2021-03-23,AR,589,274037,0,97,45124,0,0,13416,396581,1785,92119,15201,488700,10720,139,0,44502,2298914,58255,0,7355510
183,2021-06-09,AR,1163,346639,0,265,60902,0,0,48426,1798744,3049,461751,51475,2260495,28029,586,0,73038,4130743,90501,0,12143328
184,2021-06-14,AR,1053,351634,0,214,62024,0,0,22733,1933109,12579,501646,35312,2434755,29138,587,0,74951,4238994,93362,0,12436406
185,2021-11-02,AR,268,423151,0,26,74617,0,0,18701,4991605,20771,3785447,39472,8777052,1253,12,0,33047,5311937,116665,0,19006584
186,2021-04-18,AR,796,292505,0,177,48938,0,0,2852,825176,11,117723,2863,942899,12552,381,0,35986,2765329,63866,0,8784631
187,2021-10-06,AR,319,416425,0,36,73837,0,0,8758,4311372,26355,3401117,35113,7712489,1027,16,0,38310,5285480,116311,0,18191284
188,2021-12-25,AR,188,434832,0,27,76252,0,0,14,5417730,20,4620229,34,10037959,7090,21,0,19401,5492700,117410,0,20694657
189,2021-07-14,AR,862,377014,0,174,67281,0,0,50761,3050411,4753,746316,55514,3796727,17306,314,0,68581,4770531,105560,0,14113343
190,2021-07-27,AR,652,385876,0,132,69015,0,0,29746,3529582,33243,926087,62989,4455669,15475,226,0,62536,4938520,109037,0,14843236
191,2021-10-16,AR,174,418856,0,18,74126,0,0,18446,4490524,16736,3562264,35182,8052788,619,14,0,24471,5293513,116455,0,18480421
192,2021-02-17,AR,454,258454,0,81,42143,0,0,2528,55914,712,35320,3240,91234,7887,131,0,46050,2071720,54074,0,6163563
193,2021-02-25,AR,475,261936,0,82,42828,0,0,9295,121099,1520,41201,10815,162300,7030,129,0,36229,2123518,55112,0,6468857
194,2021-08-11,AR,597,395022,0,95,70699,0,0,12974,3837431,45385,1400879,58359,5238310,10149,180,0,67867,5107264,111996,0,15734451
195,2021-11-14,AR,181,425805,0,19,74940,0,0,265,5155417,736,3957147,1001,9112564,556,4,0,11493,5325763,116769,0,19326565
196,2021-09-17,AR,344,411048,0,40,73190,0,0,6779,4161140,44770,2884173,51549,7045313,1974,46,0,45345,5263832,115775,0,17544631
197,2021-01-07,AR,649,237403,0,100,38003,0,0,2483,13390,2,3,2485,13393,13720,160,0,44734,1731695,47453,0,4569127
198,2021-04-08,AR,804,283825,0,166,47177,0,0,32880,659728,799,103638,33679,763366,26121,233,0,76038,2542632,60941,0,8161801
199,2021-10-04,AR,315,415833,0,29,73760,0,0,8899,4286944,23759,3351805,32658,7638749,1167,21,0,37886,5283386,116280,0,18114450
200,2021-07-21,AR,748,381919,0,113,68258,0,0,45977,3329998,13956,840047,59933,4170045,13665,278,0,62167,4862339,107571,0,14507914
201,2021-10-09,AR,199,417051,0,24,73913,0,0,1709,4328930,13523,3450529,15232,7779459,505,17,0,19195,5287338,116356,0,18264082
202,2021-09-15,AR,348,410383,0,39,73105,0,0,4934,4149042,40054,2795038,44988,6944080,2098,40,0,45463,5259819,115680,0,17455355
203,2021-03-20,AR,416,272538,0,88,44845,0,0,5444,370015,1769,88278,7213,458293,5853,129,0,28109,2274937,57881,0,7251379
204,2021-05-08,AR,834,310840,0,205,52984,0,0,4690,1137486,5752,206793,10442,1344279,15822,474,0,41813,3214661,72734,0,9980805
205,2021-08-29,AR,379,403750,0,54,72174,0,0,3173,4024329,20538,2093570,23711,6117899,1746,102,0,24772,5211240,114438,0,16685831
206,2021-01-03,AR,504,234665,0,89,37557,0,0,52,6477,0,0,52,6477,4934,157,0,21208,1675480,46845,0,4385375
207,2021-08-14,AR,465,396556,0,94,70981,0,0,5162,3863606,31104,1526011,36266,5389617,5332,178,0,41163,5129946,112512,0,15906669
208,2021-11-18,AR,253,426822,0,38,75074,0,0,8941,5188863,28298,4076676,37239,9265539,1570,9,0,32900,5331896,116807,0,19455488
209,2021-08-04,AR,661,390944,0,113,69930,0,0,24935,3736528,33519,1145385,58454,4881913,13820,211,0,69238,5036876,110670,0,15319837
210,2021-08-22,AR,417,400554,0,68,71668,0,0,3396,3951381,21031,1795903,24427,5747284,2522,112,0,28513,5177573,113655,0,16304555
211,2021-11-27,AR,198,428687,0,22,75338,0,0,4955,5249159,10174,4244260,15129,9493419,1361,11,0,20645,5345711,116927,0,19678231
212,2021-09-18,AR,297,411345,0,41,73231,0,0,4976,4166116,28539,2912712,33515,7078828,1035,50,0,28649,5264867,115825,0,17573280
213,2021-10-14,AR,290,418437,0,30,74078,0,0,38259,4435237,22239,3522556,60498,7957793,1159,10,0,37494,5291764,116428,0,18421306
214,2021-01-21,AR,672,245676,0,144,39566,0,0,687,36006,1271,3960,1958,39966,10398,219,0,43018,1882702,49898,0,5148414
215,2021-04-03,AR,526,280012,0,123,46411,0,0,10474,538513,80,99115,10554,637628,13333,180,0,40625,2432747,59884,0,7823640
216,2021-06-29,AR,855,364670,0,167,64864,0,0,46378,2438014,7072,599217,53450,3037231,20778,421,0,60420,4524962,100303,0,13256428
217,2021-07-07,AR,891,371426,0,173,66214,0,0,40528,2751626,15955,708743,56483,3460369,18789,355,0,68142,4664011,103301,0,13717382
218,2021-08-10,AR,630,394425,0,113,70604,0,0,15283,3824457,39143,1355494,54426,5179951,10873,179,0,66232,5097115,111816,0,15666584
219,2021-10-15,AR,245,418682,0,30,74108,0,0,36841,4472078,22972,3545528,59813,8017606,1130,13,0,34644,5292894,116441,0,18455950
220,2021-03-13,AR,390,269178,0,98,44186,0,0,2654,290053,3628,65850,6282,355903,5186,114,0,29465,2224879,57054,0,7005050
221,2021-07-26,AR,768,385224,0,139,68883,0,0,34408,3499836,22919,892844,57327,4392680,16721,236,0,70789,4923045,108811,0,14780700
222,2021-08-15,AR,439,396995,0,95,71076,0,0,4299,3867905,18577,1544588,22876,5412493,3040,162,0,25016,5132986,112674,0,15931685
223,2021-04-14,AR,1013,288908,0,188,48203,0,0,22521,780426,1970,112938,24491,893364,27394,288,0,69251,2680598,62473,0,8540233
224,2021-05-17,AR,1195,319819,0,221,54891,0,0,12556,1201247,13303,315429,25859,1516676,37308,537,0,86801,3435353,76986,0,10514206
225,2021-01-04,AR,759,235424,0,106,37663,0,0,1465,7942,1,1,1466,7943,13952,157,0,43432,1689432,47002,0,4428807
226,2021-01-16,AR,516,242759,0,98,38989,0,0,840,31743,0,8,840,31751,8426,174,0,38319,1831927,48949,0,4940378
227,2021-08-26,AR,449,402561,0,75,71984,0,0,10274,4003964,51330,1990324,61604,5994288,5339,103,0,61876,5201602,114102,0,16560324
228,2021-10-12,AR,337,417820,0,44,74007,0,0,29072,4361488,16975,3483913,46047,7845401,1160,15,0,40496,5289409,116404,0,18341423
229,2021-12-24,AR,166,434644,0,29,76225,0,0,303,5417716,541,4620209,844,10037925,14742,24,0,56836,5485610,117389,0,20675256
230,2021-04-02,AR,488,279486,0,123,46288,0,0,9408,528039,110,99035,9518,627074,11232,176,0,35260,2419414,59704,0,7783015
231,2021-07-09,AR,732,372975,0,143,66519,0,0,34814,2837374,14074,728467,48888,3565841,11500,343,0,42656,4694767,104017,0,13833167
232,2021-11-09,AR,282,424746,0,36,74825,0,0,22220,5112083,17395,3893704,39615,9005787,1315,13,0,32526,5319790,116724,0,19199071
233,2021-12-07,AR,226,430920,0,34,75648,0,0,9335,5327045,23280,4418054,32615,9745099,2989,19,0,34503,5366973,117080,0,19955403
234,2021-07-12,AR,967,375277,0,180,66966,0,0,49224,2948769,4017,737692,53241,3686461,19880,308,0,69725,4734513,104938,0,13974560
235,2021-11-26,AR,220,428489,0,27,75316,0,0,8492,5244204,22986,4234086,31478,9478290,1999,16,0,31404,5344350,116916,0,19657586
236,2021-11-28,AR,189,428876,0,45,75383,0,0,2258,5251417,7392,4251652,9650,9503069,916,13,0,13457,5346627,116940,0,19691688
237,2021-03-01,AR,573,263743,0,97,43138,0,0,9493,143037,1080,44041,10573,187078,7464,123,0,36021,2144742,55575,0,6595921
238,2021-06-07,AR,1181,344306,0,247,60391,0,0,42783,1703275,6805,453936,49588,2157211,32048,631,0,78645,4072875,89278,0,11994511
239,2021-08-08,AR,474,393178,0,105,70384,0,0,4983,3793354,18516,1275129,23499,5068483,4543,179,0,28925,5074035,111446,0,15535022
240,2021-03-27,AR,454,276082,0,94,45567,0,0,8064,435557,454,96544,8518,532101,9525,120,0,35832,2340168,58790,0,7514989
241,2021-05-26,AR,1332,330131,0,252,57237,0,0,12702,1314924,9052,370168,21754,1685092,41409,617,0,85176,3723241,81884,0,11161189
242,2021-03-29,AR,601,277176,0,120,45780,0,0,17526,456261,671,97219,18197,553480,14761,160,0,49976,2360777,59087,0,7588591
243,2021-04-19,AR,1019,293524,0,216,49154,0,0,11225,836401,2101,119824,13326,956225,29098,409,0,73450,2794427,64275,0,8858081
244,2021-05-14,AR,987,316786,0,213,54270,0,0,5417,1179523,21415,289425,26832,1468948,29526,497,0,73767,3364520,75528,0,10345065
245,2021-11-15,AR,288,426093,0,27,74967,0,0,7394,5162811,28115,3985262,35509,9148073,1627,8,0,33153,5327390,116777,0,19359718
246,2021-02-27,AR,385,262759,0,75,42974,0,0,2054,132951,280,42911,2334,175862,4539,115,0,28866,2134726,55335,0,6536361
247,2021-06-06,AR,968,343125,0,233,60144,0,0,28827,1660492,1695,447131,30522,2107623,11704,610,0,32412,4040827,88647,0,11915866
248,2021-01-31,AR,369,250619,0,79,40589,0,0,2,39694,94,14290,96,53984,3913,148,0,31756,1961610,51649,0,5516162
249,2021-02-24,AR,473,261461,0,95,42746,0,0,12463,111804,848,39681,13311,151485,7016,118,0,39726,2116488,54983,0,6432628
250,2021-02-18,AR,444,258898,0,99,42242,0,0,7236,63150,1527,36847,8763,99997,7857,145,0,46426,2079577,54219,0,6209989
251,2021-04-27,AR,922,300954,0,208,50763,0,0,21410,988431,740,129174,22150,1117605,24873,467,0,67174,2982484,67704,0,9347689
252,2021-08-13,AR,504,396091,0,84,70887,0,0,9883,3858444,49144,1494907,59027,5353351,8435,162,0,66538,5124614,112334,0,15865506
253,2021-10-13,AR,327,418147,0,41,74048,0,0,35490,4396978,16404,3500317,51894,7897295,1196,14,0,42389,5290605,116418,0,18383812
254,2021-11-21,AR,151,427305,0,25,75143,0,0,2684,5204612,6937,4129925,9621,9334537,693,8,0,11989,5335068,116846,0,19516221
255,2021-06-11,AR,996,348803,0,222,61375,0,0,46307,1889237,6081,470388,52388,2359625,26108,601,0,72023,4183236,91646,0,12286294
256,2021-08-19,AR,529,399239,0,99,71457,0,0,17260,3922877,44129,1701991,61389,5624868,7574,137,0,66090,5163272,113281,0,16167004
257,2021-12-23,AR,225,434478,0,35,76196,0,0,4980,5417413,10847,4619668,15827,10037081,19207,26,0,79500,5470868,117365,0,20618420
258,2021-08-06,AR,627,392166,0,125,70173,0,0,19199,3777897,41639,1227229,60838,5005126,12620,210,0,72207,5061979,111097,0,15462875
259,2021-01-10,AR,557,239135,0,95,38307,0,0,172,18800,0,5,172,18805,5174,165,0,22146,1760759,47938,0,4674675
260,2021-10-01,AR,259,415056,0,36,73679,0,0,8797,4271166,36352,3291700,45149,7562866,1240,19,0,37772,5281287,116223,0,18039656
261,2021-06-18,AR,931,355401,0,200,62857,0,0,50487,2074010,6549,539661,57036,2613671,20105,538,0,60720,4327793,95473,0,12697930
262,2021-06-21,AR,833,357753,0,169,63393,0,0,21878,2141119,3598,547100,25476,2688219,12888,471,0,37003,4361421,96933,0,12797889
263,2021-05-20,AR,1222,323421,0,292,55724,0,0,19878,1261502,5900,332533,25778,1594035,36742,535,0,88814,3549366,78536,0,10779529
264,2021-05-22,AR,1045,325582,0,257,56242,0,0,8493,1283612,6385,351009,14878,1634621,25404,512,0,55703,3611639,79572,0,10925133
265,2021-11-20,AR,156,427154,0,17,75118,0,0,5035,5201928,12079,4122988,17114,9324916,951,15,0,19313,5334375,116838,0,19504232
266,2021-12-02,AR,232,429869,0,29,75500,0,0,10730,5291964,22520,4340109,33250,9632073,2550,17,0,34257,5356019,116998,0,19821473
267,2021-03-17,AR,502,271148,0,100,44572,0,0,17032,338742,2529,75508,19561,414250,8213,117,0,39786,2252815,57515,0,7144103
268,2021-03-28,AR,493,276575,0,93,45660,0,0,3178,438735,4,96548,3182,535283,5848,137,0,23626,2346016,58927,0,7538615
269,2021-02-14,AR,367,257222,0,74,41907,0,0,4,53130,19,34551,23,87681,2716,126,0,22607,2056394,53696,0,6055708
270,2021-07-29,AR,616,387145,0,109,69231,0,0,32689,3597283,27918,983986,60607,4581269,13535,221,0,59778,4965747,109473,0,14964191
271,2021-10-28,AR,275,421938,0,35,74494,0,0,32075,4891322,15768,3729686,47843,8621008,1285,18,0,34594,5306805,116618,0,18871765
272,2021-12-16,AR,215,432929,0,37,75933,0,0,7079,5380014,15512,4539001,22591,9919015,5605,19,0,47619,5399989,117232,0,20260688
273,2021-01-15,AR,574,242243,0,116,38891,0,0,2440,30903,2,8,2442,30911,11378,191,0,48976,1823501,48775,0,4902059
274,2021-03-16,AR,522,270646,0,93,44472,0,0,15374,321710,3032,72979,18406,394689,8521,104,0,40901,2244602,57398,0,7104317
275,2021-08-07,AR,538,392704,0,106,70279,0,0,10474,3788371,29384,1256613,39858,5044984,7513,170,0,43222,5069492,111267,0,15506097
276,2021-10-19,AR,270,419625,0,25,74214,0,0,43175,4582278,15466,3602204,58641,8184482,1154,15,0,37595,5296223,116501,0,18573861
277,2021-02-12,AR,499,256472,0,82,41748,0,0,593,53070,1646,34139,2239,87209,7182,122,0,42713,2048776,53422,0,5999082
278,2021-06-25,AR,819,361491,0,174,64189,0,0,42912,2292365,9505,571165,52417,2863530,23724,438,0,70372,4457358,98721,0,13066051
279,2021-07-22,AR,726,382645,0,140,68398,0,0,45089,3375087,9514,849561,54603,4224648,13696,249,0,64518,4876035,107820,0,14572432
280,2021-01-29,AR,529,249859,0,110,40434,0,0,197,39672,3090,13048,3287,52720,8714,152,0,41637,1951317,51334,0,5448207
281,2021-02-22,AR,469,260527,0,83,42560,0,0,9076,87603,243,38319,9319,125922,7421,138,0,41864,2102342,54736,0,6352023
282,2021-06-30,AR,955,365625,0,197,65061,0,0,49110,2487124,5531,604748,54641,3091872,20006,412,0,61431,4544968,100715,0,13317859
283,2021-09-20,AR,374,412003,0,38,73301,0,0,6746,4175591,44364,2974683,51110,7150274,2106,36,0,45920,5267505,115910,0,17638899
284,2021-08-16,AR,473,397468,0,91,71167,0,0,6467,3874372,20690,1565278,27157,5439650,4603,147,0,35180,5137589,112821,0,15966865
285,2021-04-22,AR,995,296509,0,209,49771,0,0,22983,898071,1857,125618,24840,1023689,26061,421,0,69035,2877226,65499,0,9072512
286,2021-06-12,AR,925,349728,0,223,61598,0,0,15450,1904687,12210,482598,27660,2387285,16342,557,0,46136,4199578,92203,0,12332430
287,2021-07-15,AR,732,377746,0,164,67445,0,0,49799,3100210,7079,753395,56878,3853605,16313,287,0,67976,4786844,105847,0,14181319
288,2021-01-11,AR,619,239754,0,116,38423,0,0,2644,21444,1,6,2645,21450,13076,170,0,42942,1773835,48108,0,4717617
289,2021-07-28,AR,653,386529,0,107,69122,0,0,35012,3564594,29981,956068,64993,4520662,13692,215,0,61177,4952212,109252,0,14904413
290,2021-02-03,AR,572,252236,0,108,40913,0,0,1459,42143,2356,21554,3815,63697,8659,154,0,45628,1988350,52125,0,5657308
291,2021-02-13,AR,383,256855,0,85,41833,0,0,56,53126,393,34532,449,87658,4902,148,0,34019,2053678,53570,0,6033101
292,2021-12-19,AR,191,433477,0,30,76035,0,0,1483,5390858,3933,4563656,5416,9954514,2999,16,0,21425,5413403,117281,0,20359577
293,2021-01-08,AR,622,238025,0,112,38115,0,0,3818,17208,2,5,3820,17213,13931,162,0,46347,1745626,47615,0,4615474
294,2021-02-23,AR,461,260988,0,91,42651,0,0,11738,99341,514,38833,12252,138174,7130,129,0,40879,2109472,54865,0,6392902
295,2021-09-01,AR,457,405313,0,66,72384,0,0,11272,4061715,52508,2244232,63780,6305947,4275,96,0,58238,5225816,114721,0,16866166
296,2021-11-12,AR,211,425429,0,21,74898,0,0,11860,5149855,21444,3947404,33304,9097259,1526,7,0,32344,5324222,116756,0,19294740
297,2021-01-02,AR,575,234161,0,105,37468,0,0,410,6425,0,0,410,6425,7766,166,0,25659,1670546,46688,0,4364167
298,2021-01-12,AR,626,240380,0,124,38547,0,0,2621,24065,0,6,2621,24071,12787,172,0,44014,1786622,48280,0,4761631
299,2021-03-06,AR,353,266011,0,66,43534,0,0,7162,196286,546,50418,7708,246704,4757,94,0,25890,2178566,56184,0,6768676
300,2021-06-10,AR,1168,347807,0,251,61153,0,0,44186,1842930,2556,464307,46742,2307237,26385,544,0,70943,4157128,91045,0,12214271
301,2021-05-02,AR,803,305328,0,188,51732,0,0,3440,1043134,1787,143309,5227,1186443,9090,460,0,27548,3075678,70018,0,9610224
302,2021-06-23,AR,976,359761,0,211,63836,0,0,33624,2211866,4123,557135,37747,2769001,24050,431,0,67344,4410283,97845,0,12930775
303,2021-06-05,AR,977,342157,0,264,59911,0,0,44602,1631665,2855,445436,47457,2077101,19347,604,0,49441,4029123,88037,0,11883454
304,2021-07-16,AR,708,378454,0,137,67582,0,0,50166,3150376,13614,767009,63780,3917385,15899,300,0,67570,4802743,106147,0,14248889
305,2021-11-04,AR,239,423686,0,33,74693,0,0,25158,5037548,21486,3829509,46644,8867057,1330,4,0,32593,5314500,116681,0,19072712
306,2021-12-31,AR,284,436829,0,54,76571,0,0,518,5457654,1069,4688009,1587,10145663,45805,26,0,105720,5764251,117600,0,21385471
307,2021-09-23,AR,317,412972,0,40,73419,0,0,23325,4213686,19643,3071041,42968,7284727,1376,33,0,40369,5271862,116016,0,17760999
308,2021-01-14,AR,611,241669,0,97,38775,0,0,2243,28463,0,6,2243,28469,12129,149,0,44300,1812123,48584,0,4853083
309,2021-03-04,AR,505,265240,0,97,43406,0,0,13754,175139,1912,47992,15666,223131,7120,112,0,35388,2166610,55950,0,6706329
310,2021-08-17,AR,621,398089,0,89,71256,0,0,16454,3890826,46023,1611301,62477,5502127,9560,178,0,66857,5147149,112999,0,16033722
311,2021-01-13,AR,678,241058,0,131,38678,0,0,2155,26220,0,6,2155,26226,13372,155,0,47152,1799994,48435,0,4808783
312,2021-08-31,AR,545,404856,0,80,72318,0,0,13275,4050443,51690,2191724,64965,6242167,4777,84,0,60664,5221541,114625,0,16807928
313,2021-11-22,AR,197,427502,0,35,75178,0,0,3532,5208144,7554,4137479,11086,9345623,862,6,0,15885,5335930,116852,0,19532106
314,2021-05-25,AR,1163,328799,0,284,56985,0,0,5603,1302222,3597,361116,9200,1663338,24948,579,0,52637,3681832,81267,0,11076013
315,2021-10-30,AR,204,422412,0,17,74545,0,0,10026,4929511,5724,3749248,15750,8678759,846,5,0,21365,5308909,116634,0,18927166
316,2021-07-05,AR,922,369617,0,186,65855,0,0,32851,2673250,23507,672911,56358,3346161,21983,386,0,69567,4625826,102587,0,13580160
317,2021-10-26,AR,293,421401,0,34,74434,0,0,37708,4825812,21493,3700477,59201,8526289,1371,11,0,39908,5304167,116585,0,18801362
318,2021-11-03,AR,296,423447,0,43,74660,0,0,20785,5012390,22576,3808023,43361,8820413,1233,12,0,33535,5313170,116677,0,19040119
319,2021-05-05,AR,969,308170,0,230,52358,0,0,22540,1097130,10991,178157,33531,1275287,25399,424,0,66293,3153102,71348,0,9811982
320,2021-12-09,AR,241,431367,0,22,75700,0,0,7628,5338147,16843,4442351,24471,9780498,3643,16,0,36582,5372272,117108,0,20011973
321,2021-12-15,AR,244,432714,0,50,75896,0,0,7041,5372935,16422,4523489,23463,9896424,5101,24,0,43581,5394384,117213,0,20213069
322,2021-07-06,AR,918,370535,0,186,66041,0,0,37848,2711098,19877,692788,57725,3403886,19396,359,0,69080,4645222,102946,0,13649240
323,2021-03-03,AR,497,264735,0,106,43309,0,0,8883,161385,1026,46080,9909,207465,7504,122,0,37177,2159490,55838,0,6670941
324,2021-11-30,AR,268,429386,0,31,75446,0,0,9714,5269931,23269,4299663,32983,9569594,2142,16,0,30459,5351082,116970,0,19754095
325,2021-01-17,AR,486,243245,0,87,39076,0,0,143,31886,1,9,144,31895,4950,180,0,25656,1836877,49129,0,4966034
326,2021-02-16,AR,390,258000,0,90,42062,0,0,106,53386,30,34608,136,87994,3550,105,0,31743,2063833,53943,0,6117513
327,2021-03-31,AR,625,278414,0,103,46019,0,0,23731,502826,702,98640,24433,601466,17132,160,0,57534,2393888,59393,0,7700031
328,2021-04-01,AR,584,278998,0,146,46165,0,0,15805,518631,285,98925,16090,617556,14294,135,0,47724,2408182,59528,0,7747755
329,2021-04-09,AR,771,284596,0,140,47317,0,0,31954,691682,1840,105478,33794,797160,25890,208,0,73078,2568522,61149,0,8234879
330,2021-04-05,AR,798,281419,0,164,46698,0,0,21942,567443,1507,100635,23449,668078,23211,190,0,70386,2465087,60259,0,7928415
331,2021-09-02,AR,420,405733,0,63,72447,0,0,11108,4072823,51732,2295964,62840,6368787,3900,94,0,51516,5229716,114815,0,16917682
332,2021-12-06,AR,278,430694,0,36,75614,0,0,9339,5317710,21131,4394774,30470,9712484,2971,16,0,34786,5363984,117061,0,19920900
333,2021-12-20,AR,279,433756,0,47,76082,0,0,6364,5397222,13505,4577161,19869,9974383,9501,21,0,52473,5422904,117302,0,20412050
334,2021-02-07,AR,399,254018,0,70,41303,0,0,68,46020,111,28039,179,74059,2910,158,0,20789,2012174,52761,0,5787158
335,2021-02-28,AR,411,263170,0,67,43041,0,0,593,133544,50,42961,643,176505,2552,117,0,23539,2137278,55452,0,6559900
336,2021-05-19,AR,1232,322199,0,280,55432,0,0,18499,1241624,5204,326633,23703,1568257,36228,500,0,84584,3512624,78001,0,10690715
337,2021-06-24,AR,911,360672,0,179,64015,0,0,37587,2249453,4525,561660,42112,2811113,23351,438,0,64904,4433634,98283,0,12995679
338,2021-09-27,AR,328,413961,0,43,73541,0,0,7475,4237360,32112,3153091,39587,7390451,1563,37,0,42164,5276136,116136,0,17883463
339,2021-05-11,AR,998,313674,0,228,53619,0,0,10716,1161597,9382,225983,20098,1387580,28181,467,0,67499,3279921,74112,0,10139030
340,2021-09-19,AR,284,411629,0,32,73263,0,0,2729,4168845,17607,2930319,20336,7099164,532,49,0,19699,5265399,115874,0,17592979
341,2021-06-03,AR,1257,339949,0,250,59388,0,0,44893,1534631,4931,436685,49824,1971316,31903,655,0,79908,3979358,86828,0,11751904
342,2021-03-19,AR,497,272122,0,101,44757,0,0,12560,364571,5019,86509,17579,451080,8329,122,0,40509,2269084,57752,0,7223270
343,2021-05-01,AR,763,304525,0,174,51544,0,0,2374,1039694,476,141522,2850,1181216,13506,497,0,39377,3066588,69558,0,9582676
344,2021-08-05,AR,595,391539,0,118,70048,0,0,22170,3758698,40205,1185590,62375,4944288,12483,217,0,70831,5049359,110887,0,15390668
345,2021-10-07,AR,226,416651,0,24,73861,0,0,11780,4323152,23895,3425012,35675,7748164,861,20,0,33669,5286341,116331,0,18224953
346,2021-11-06,AR,144,424019,0,15,74733,0,0,8601,5065760,11162,3856507,19763,8922267,849,8,0,19327,5316567,116695,0,19122568
347,2021-09-08,AR,410,407955,0,60,72788,0,0,8134,4113139,44761,2571726,52895,6684865,2529,54,0,43126,5246156,115241,0,17169025
348,2021-12-17,AR,184,433113,0,38,75971,0,0,6297,5386311,12908,4551909,19205,9938220,5965,19,0,46102,5405954,117251,0,20306790
349,2021-01-20,AR,606,245004,0,130,39422,0,0,849,35319,1936,2689,2785,38008,11375,194,0,45357,1872304,49679,0,5105396
350,2021-01-28,AR,501,249330,0,108,40324,0,0,229,39475,2062,9958,2291,49433,9264,168,0,40371,1942603,51182,0,5406570
351,2021-06-16,AR,933,353554,0,206,62448,0,0,30311,1988040,10102,523912,40413,2511952,23050,523,0,67936,4287120,94397,0,12573170
352,2021-08-09,AR,617,393795,0,107,70491,0,0,15820,3809174,41222,1316351,57042,5125525,12207,191,0,65330,5086242,111637,0,15600352
353,2021-08-18,AR,621,398710,0,102,71358,0,0,14791,3905617,46561,1657862,61352,5563479,8549,145,0,67192,5155698,113144,0,16100914
354,2021-01-06,AR,680,236754,0,127,37903,0,0,1451,10907,0,1,1451,10908,14460,131,0,48793,1717975,47293,0,4524393
355,2021-05-30,AR,1014,334850,0,271,58318,0,0,15649,1382709,2346,408526,17995,1791235,14677,615,0,34584,3841884,84298,0,11428335
356,2021-11-19,AR,176,426998,0,27,75101,0,0,8030,5196893,34233,4110909,42263,9307802,1528,16,0,29431,5333424,116823,0,19484919
357,2021-02-04,AR,460,252696,0,95,41008,0,0,1402,43545,2573,24127,3975,67672,8112,165,0,40017,1996462,52290,0,5697325
358,2021-03-11,AR,476,268309,0,88,43986,0,0,21317,271463,4409,56363,25726,327826,7918,122,0,37609,2211801,56794,0,6935002
359,2021-09-22,AR,303,412655,0,36,73379,0,0,7976,4190361,38672,3051398,46648,7241759,1567,34,0,42408,5270486,115983,0,17720630
360,2021-06-15,AR,987,352621,0,218,62242,0,0,24620,1957729,12164,513810,36784,2471539,25076,512,0,68828,4264070,93874,0,12505234
361,2021-10-27,AR,262,421663,0,25,74459,0,0,33435,4859247,13441,3713918,46876,8573165,1353,15,0,35809,5305520,116600,0,18837171
362,2021-04-10,AR,727,285323,0,169,47486,0,0,12386,704068,657,106135,13043,810203,18328,268,0,57505,2586850,61417,0,8292384
363,2021-04-12,AR,919,286929,0,194,47817,0,0,24427,734936,1252,107569,25679,842505,27063,261,0,69686,2625522,61885,0,8397690
364,2021-05-13,AR,1050,315799,0,209,54057,0,0,5200,1174106,21319,268010,26519,1442116,28275,468,0,67761,3334994,75031,0,10271298
